name,im_set,path,score,split,label
fig|169963.11.peg.1949,ecoli,input_jsons/fig|169963.11.peg.1949.json,0.536,train,0
fig|224308.43.peg.3611,ecoli,input_jsons/fig|224308.43.peg.3611.json,0.581,train,0
fig|224308.43.peg.3761,ecoli,input_jsons/fig|224308.43.peg.3761.json,0.1,train,0
fig|169963.11.peg.2408,ecoli,input_jsons/fig|169963.11.peg.2408.json,0.717,train,0
fig|169963.11.peg.2238,ecoli,input_jsons/fig|169963.11.peg.2238.json,0.462,train,0
fig|298386.8.peg.922,ecoli,input_jsons/fig|298386.8.peg.922.json,0.442,train,0
fig|169963.11.peg.410,ecoli,input_jsons/fig|169963.11.peg.410.json,0.49,train,0
fig|224308.43.peg.404,ecoli,input_jsons/fig|224308.43.peg.404.json,0.988,train,0
fig|224308.43.peg.3558,ecoli,input_jsons/fig|224308.43.peg.3558.json,0.417,train,0
fig|297246.15.peg.1383,ecoli,input_jsons/fig|297246.15.peg.1383.json,0.1,train,0
fig|169963.11.peg.2139,ecoli,input_jsons/fig|169963.11.peg.2139.json,0.552,train,0
fig|169963.11.peg.678,ecoli,input_jsons/fig|169963.11.peg.678.json,0.207,train,0
fig|297246.15.peg.2006,ecoli,input_jsons/fig|297246.15.peg.2006.json,0.432,train,0
fig|297246.15.peg.1202,ecoli,input_jsons/fig|297246.15.peg.1202.json,0.1,train,0
fig|297246.15.peg.2702,ecoli,input_jsons/fig|297246.15.peg.2702.json,0.406,train,0
fig|169963.11.peg.1750,ecoli,input_jsons/fig|169963.11.peg.1750.json,0.1,train,0
fig|297246.15.peg.1758,ecoli,input_jsons/fig|297246.15.peg.1758.json,0.541,train,0
fig|298386.8.peg.480,ecoli,input_jsons/fig|298386.8.peg.480.json,0.703,train,0
fig|169963.11.peg.348,ecoli,input_jsons/fig|169963.11.peg.348.json,0.426,train,0
fig|297246.15.peg.679,ecoli,input_jsons/fig|297246.15.peg.679.json,0.1,train,0
fig|169963.11.peg.648,ecoli,input_jsons/fig|169963.11.peg.648.json,0.396,train,0
fig|224308.43.peg.729,ecoli,input_jsons/fig|224308.43.peg.729.json,0.54,train,0
fig|169963.11.peg.2172,ecoli,input_jsons/fig|169963.11.peg.2172.json,0.488,train,0
fig|298386.8.peg.946,ecoli,input_jsons/fig|298386.8.peg.946.json,0.997,train,0
fig|169963.11.peg.1054,ecoli,input_jsons/fig|169963.11.peg.1054.json,0.657,train,0
fig|169963.11.peg.279,ecoli,input_jsons/fig|169963.11.peg.279.json,0.888,train,0
fig|298386.8.peg.77,ecoli,input_jsons/fig|298386.8.peg.77.json,0.417,train,0
fig|297246.15.peg.2541,ecoli,input_jsons/fig|297246.15.peg.2541.json,0.1,train,0
fig|224308.43.peg.870,ecoli,input_jsons/fig|224308.43.peg.870.json,0.975,train,0
fig|169963.11.peg.2819,ecoli,input_jsons/fig|169963.11.peg.2819.json,0.651,train,0
fig|298386.8.peg.3222,ecoli,input_jsons/fig|298386.8.peg.3222.json,0.189,train,0
fig|169963.11.peg.286,ecoli,input_jsons/fig|169963.11.peg.286.json,0.407,train,0
fig|169963.11.peg.2451,ecoli,input_jsons/fig|169963.11.peg.2451.json,0.297,train,0
fig|298386.8.peg.471,ecoli,input_jsons/fig|298386.8.peg.471.json,0.572,train,0
fig|298386.8.peg.3233,ecoli,input_jsons/fig|298386.8.peg.3233.json,0.962,train,0
fig|224308.43.peg.770,ecoli,input_jsons/fig|224308.43.peg.770.json,0.177,train,0
fig|297246.15.peg.2168,ecoli,input_jsons/fig|297246.15.peg.2168.json,0.47,train,0
fig|297246.15.peg.3430,ecoli,input_jsons/fig|297246.15.peg.3430.json,0.452,train,0
fig|298386.8.peg.3070,ecoli,input_jsons/fig|298386.8.peg.3070.json,0.1,train,0
fig|297246.15.peg.1811,ecoli,input_jsons/fig|297246.15.peg.1811.json,0.497,train,0
fig|196627.14.peg.209,ecoli,input_jsons/fig|196627.14.peg.209.json,0.1,train,0
fig|224308.43.peg.1956,ecoli,input_jsons/fig|224308.43.peg.1956.json,0.1,train,0
fig|297246.15.peg.2237,ecoli,input_jsons/fig|297246.15.peg.2237.json,0.1,train,0
fig|297246.15.peg.2099,ecoli,input_jsons/fig|297246.15.peg.2099.json,0.994,train,0
fig|297246.15.peg.3364,ecoli,input_jsons/fig|297246.15.peg.3364.json,0.746,train,0
fig|224308.43.peg.292,ecoli,input_jsons/fig|224308.43.peg.292.json,0.484,train,0
fig|196627.14.peg.1177,ecoli,input_jsons/fig|196627.14.peg.1177.json,0.502,train,0
fig|169963.11.peg.221,ecoli,input_jsons/fig|169963.11.peg.221.json,0.647,train,0
fig|169963.11.peg.2165,ecoli,input_jsons/fig|169963.11.peg.2165.json,0.47,train,0
fig|196627.14.peg.755,ecoli,input_jsons/fig|196627.14.peg.755.json,0.694,train,0
fig|297246.15.peg.1530,ecoli,input_jsons/fig|297246.15.peg.1530.json,0.545,train,0
fig|169963.11.peg.2809,ecoli,input_jsons/fig|169963.11.peg.2809.json,0.523,train,0
fig|298386.8.peg.3537,ecoli,input_jsons/fig|298386.8.peg.3537.json,0.53,train,0
fig|169963.11.peg.395,ecoli,input_jsons/fig|169963.11.peg.395.json,0.649,train,0
fig|297246.15.peg.3177,ecoli,input_jsons/fig|297246.15.peg.3177.json,0.1,train,0
fig|224308.43.peg.1476,ecoli,input_jsons/fig|224308.43.peg.1476.json,0.1,train,0
fig|169963.11.peg.1819,ecoli,input_jsons/fig|169963.11.peg.1819.json,0.54,train,0
fig|224308.43.peg.27,ecoli,input_jsons/fig|224308.43.peg.27.json,0.604,train,0
fig|169963.11.peg.2537,ecoli,input_jsons/fig|169963.11.peg.2537.json,0.596,train,0
fig|169963.11.peg.988,ecoli,input_jsons/fig|169963.11.peg.988.json,0.6,train,0
fig|297246.15.peg.2672,ecoli,input_jsons/fig|297246.15.peg.2672.json,0.572,train,0
fig|224308.43.peg.314,ecoli,input_jsons/fig|224308.43.peg.314.json,0.1,train,0
fig|169963.11.peg.2806,ecoli,input_jsons/fig|169963.11.peg.2806.json,0.854,train,0
fig|297246.15.peg.1236,ecoli,input_jsons/fig|297246.15.peg.1236.json,0.557,train,0
fig|224308.43.peg.4184,ecoli,input_jsons/fig|224308.43.peg.4184.json,0.1,train,0
fig|224308.43.peg.179,ecoli,input_jsons/fig|224308.43.peg.179.json,0.72,train,0
fig|298386.8.peg.3061,ecoli,input_jsons/fig|298386.8.peg.3061.json,0.943,train,0
fig|224308.43.peg.2299,ecoli,input_jsons/fig|224308.43.peg.2299.json,0.631,train,0
fig|224308.43.peg.1471,ecoli,input_jsons/fig|224308.43.peg.1471.json,0.994,train,0
fig|169963.11.peg.1384,ecoli,input_jsons/fig|169963.11.peg.1384.json,0.1,train,0
fig|169963.11.peg.87,ecoli,input_jsons/fig|169963.11.peg.87.json,0.315,train,0
fig|169963.11.peg.240,ecoli,input_jsons/fig|169963.11.peg.240.json,0.672,train,0
fig|169963.11.peg.44,ecoli,input_jsons/fig|169963.11.peg.44.json,0.424,train,0
fig|169963.11.peg.2636,ecoli,input_jsons/fig|169963.11.peg.2636.json,0.581,train,0
fig|297246.15.peg.1954,ecoli,input_jsons/fig|297246.15.peg.1954.json,0.546,train,0
fig|169963.11.peg.1945,ecoli,input_jsons/fig|169963.11.peg.1945.json,0.778,train,0
fig|196627.14.peg.725,ecoli,input_jsons/fig|196627.14.peg.725.json,0.547,train,0
fig|196627.14.peg.1238,ecoli,input_jsons/fig|196627.14.peg.1238.json,0.491,train,0
fig|169963.11.peg.1201,ecoli,input_jsons/fig|169963.11.peg.1201.json,0.1,train,0
fig|169963.11.peg.572,ecoli,input_jsons/fig|169963.11.peg.572.json,0.533,train,0
fig|297246.15.peg.2101,ecoli,input_jsons/fig|297246.15.peg.2101.json,0.1,train,0
fig|169963.11.peg.228,ecoli,input_jsons/fig|169963.11.peg.228.json,0.418,train,0
fig|196627.14.peg.204,ecoli,input_jsons/fig|196627.14.peg.204.json,0.1,train,0
fig|169963.11.peg.1899,ecoli,input_jsons/fig|169963.11.peg.1899.json,0.555,train,0
fig|297246.15.peg.306,ecoli,input_jsons/fig|297246.15.peg.306.json,0.1,train,0
fig|224308.43.peg.3575,ecoli,input_jsons/fig|224308.43.peg.3575.json,0.1,train,0
fig|169963.11.peg.2697,ecoli,input_jsons/fig|169963.11.peg.2697.json,0.445,train,0
fig|298386.8.peg.3425,ecoli,input_jsons/fig|298386.8.peg.3425.json,0.984,train,0
fig|224308.43.peg.4277,ecoli,input_jsons/fig|224308.43.peg.4277.json,0.1,train,0
fig|169963.11.peg.1755,ecoli,input_jsons/fig|169963.11.peg.1755.json,0.472,train,0
fig|298386.8.peg.3625,ecoli,input_jsons/fig|298386.8.peg.3625.json,0.1,train,0
fig|196627.14.peg.1035,ecoli,input_jsons/fig|196627.14.peg.1035.json,0.671,train,0
fig|224308.43.peg.1845,ecoli,input_jsons/fig|224308.43.peg.1845.json,0.251,train,0
fig|169963.11.peg.425,ecoli,input_jsons/fig|169963.11.peg.425.json,0.335,train,0
fig|169963.11.peg.1618,ecoli,input_jsons/fig|169963.11.peg.1618.json,0.757,train,0
fig|169963.11.peg.2396,ecoli,input_jsons/fig|169963.11.peg.2396.json,0.625,train,0
fig|297246.15.peg.2034,ecoli,input_jsons/fig|297246.15.peg.2034.json,0.415,train,0
fig|196627.14.peg.632,ecoli,input_jsons/fig|196627.14.peg.632.json,0.58,train,0
fig|297246.15.peg.343,ecoli,input_jsons/fig|297246.15.peg.343.json,0.485,train,0
fig|297246.15.peg.2932,ecoli,input_jsons/fig|297246.15.peg.2932.json,0.54,train,0
fig|298386.8.peg.979,ecoli,input_jsons/fig|298386.8.peg.979.json,0.923,train,0
fig|298386.8.peg.3568,ecoli,input_jsons/fig|298386.8.peg.3568.json,0.965,train,0
fig|298386.8.peg.3566,ecoli,input_jsons/fig|298386.8.peg.3566.json,0.994,train,0
fig|169963.11.peg.2391,ecoli,input_jsons/fig|169963.11.peg.2391.json,0.603,train,0
fig|196627.14.peg.783,ecoli,input_jsons/fig|196627.14.peg.783.json,0.717,train,0
fig|297246.15.peg.173,ecoli,input_jsons/fig|297246.15.peg.173.json,0.189,train,0
fig|297246.15.peg.2091,ecoli,input_jsons/fig|297246.15.peg.2091.json,0.382,train,0
fig|297246.15.peg.1120,ecoli,input_jsons/fig|297246.15.peg.1120.json,0.991,train,0
fig|224308.43.peg.856,ecoli,input_jsons/fig|224308.43.peg.856.json,0.344,train,0
fig|196627.14.peg.812,ecoli,input_jsons/fig|196627.14.peg.812.json,0.699,train,0
fig|298386.8.peg.3663,ecoli,input_jsons/fig|298386.8.peg.3663.json,0.563,train,0
fig|297246.15.peg.494,ecoli,input_jsons/fig|297246.15.peg.494.json,0.486,train,0
fig|169963.11.peg.1912,ecoli,input_jsons/fig|169963.11.peg.1912.json,0.1,train,0
fig|297246.15.peg.1559,ecoli,input_jsons/fig|297246.15.peg.1559.json,0.932,train,0
fig|169963.11.peg.828,ecoli,input_jsons/fig|169963.11.peg.828.json,0.515,train,0
fig|224308.43.peg.2923,ecoli,input_jsons/fig|224308.43.peg.2923.json,0.644,train,0
fig|297246.15.peg.2877,ecoli,input_jsons/fig|297246.15.peg.2877.json,0.1,train,0
fig|298386.8.peg.3471,ecoli,input_jsons/fig|298386.8.peg.3471.json,0.8,train,0
fig|297246.15.peg.2288,ecoli,input_jsons/fig|297246.15.peg.2288.json,0.1,train,0
fig|169963.11.peg.1612,ecoli,input_jsons/fig|169963.11.peg.1612.json,0.63,train,0
fig|297246.15.peg.1550,ecoli,input_jsons/fig|297246.15.peg.1550.json,0.1,train,0
fig|297246.15.peg.1709,ecoli,input_jsons/fig|297246.15.peg.1709.json,0.999,train,0
fig|224308.43.peg.1953,ecoli,input_jsons/fig|224308.43.peg.1953.json,0.1,train,0
fig|298386.8.peg.1217,ecoli,input_jsons/fig|298386.8.peg.1217.json,0.1,train,0
fig|297246.15.peg.2458,ecoli,input_jsons/fig|297246.15.peg.2458.json,0.1,train,0
fig|298386.8.peg.2027,ecoli,input_jsons/fig|298386.8.peg.2027.json,0.744,train,0
fig|169963.11.peg.757,ecoli,input_jsons/fig|169963.11.peg.757.json,0.804,train,0
fig|169963.11.peg.2534,ecoli,input_jsons/fig|169963.11.peg.2534.json,0.62,train,0
fig|196627.14.peg.116,ecoli,input_jsons/fig|196627.14.peg.116.json,0.48,train,0
fig|169963.11.peg.1414,ecoli,input_jsons/fig|169963.11.peg.1414.json,0.676,train,0
fig|224308.43.peg.864,ecoli,input_jsons/fig|224308.43.peg.864.json,0.494,train,0
fig|224308.43.peg.1179,ecoli,input_jsons/fig|224308.43.peg.1179.json,0.588,train,0
fig|196627.14.peg.705,ecoli,input_jsons/fig|196627.14.peg.705.json,0.1,train,0
fig|169963.11.peg.627,ecoli,input_jsons/fig|169963.11.peg.627.json,0.549,train,0
fig|297246.15.peg.2567,ecoli,input_jsons/fig|297246.15.peg.2567.json,0.523,train,0
fig|224308.43.peg.1406,ecoli,input_jsons/fig|224308.43.peg.1406.json,0.528,train,0
fig|169963.11.peg.2665,ecoli,input_jsons/fig|169963.11.peg.2665.json,0.581,train,0
fig|297246.15.peg.1797,ecoli,input_jsons/fig|297246.15.peg.1797.json,0.416,train,0
fig|298386.8.peg.3037,ecoli,input_jsons/fig|298386.8.peg.3037.json,0.997,train,0
fig|196627.14.peg.596,ecoli,input_jsons/fig|196627.14.peg.596.json,0.1,train,0
fig|297246.15.peg.153,ecoli,input_jsons/fig|297246.15.peg.153.json,0.539,train,0
fig|297246.15.peg.3436,ecoli,input_jsons/fig|297246.15.peg.3436.json,0.417,train,0
fig|196627.14.peg.8,ecoli,input_jsons/fig|196627.14.peg.8.json,0.476,train,0
fig|224308.43.peg.1623,ecoli,input_jsons/fig|224308.43.peg.1623.json,0.42,train,0
fig|169963.11.peg.32,ecoli,input_jsons/fig|169963.11.peg.32.json,0.543,train,0
fig|169963.11.peg.2921,ecoli,input_jsons/fig|169963.11.peg.2921.json,0.935,train,0
fig|169963.11.peg.2640,ecoli,input_jsons/fig|169963.11.peg.2640.json,0.59,train,0
fig|169963.11.peg.2778,ecoli,input_jsons/fig|169963.11.peg.2778.json,0.552,train,0
fig|169963.11.peg.2561,ecoli,input_jsons/fig|169963.11.peg.2561.json,0.699,train,0
fig|297246.15.peg.2796,ecoli,input_jsons/fig|297246.15.peg.2796.json,0.476,train,0
fig|169963.11.peg.2101,ecoli,input_jsons/fig|169963.11.peg.2101.json,0.751,train,0
fig|224308.43.peg.777,ecoli,input_jsons/fig|224308.43.peg.777.json,0.538,train,0
fig|298386.8.peg.3064,ecoli,input_jsons/fig|298386.8.peg.3064.json,0.897,train,0
fig|169963.11.peg.1033,ecoli,input_jsons/fig|169963.11.peg.1033.json,0.1,train,0
fig|298386.8.peg.828,ecoli,input_jsons/fig|298386.8.peg.828.json,0.919,train,0
fig|297246.15.peg.2410,ecoli,input_jsons/fig|297246.15.peg.2410.json,0.589,train,0
fig|298386.8.peg.3460,ecoli,input_jsons/fig|298386.8.peg.3460.json,0.1,train,0
fig|169963.11.peg.2136,ecoli,input_jsons/fig|169963.11.peg.2136.json,0.699,train,0
fig|224308.43.peg.1891,ecoli,input_jsons/fig|224308.43.peg.1891.json,0.947,train,0
fig|169963.11.peg.327,ecoli,input_jsons/fig|169963.11.peg.327.json,0.1,train,0
fig|196627.14.peg.862,ecoli,input_jsons/fig|196627.14.peg.862.json,0.1,train,0
fig|297246.15.peg.2652,ecoli,input_jsons/fig|297246.15.peg.2652.json,0.408,train,0
fig|169963.11.peg.1635,ecoli,input_jsons/fig|169963.11.peg.1635.json,0.703,train,0
fig|297246.15.peg.2079,ecoli,input_jsons/fig|297246.15.peg.2079.json,0.456,train,0
fig|297246.15.peg.244,ecoli,input_jsons/fig|297246.15.peg.244.json,0.929,train,0
fig|169963.11.peg.2872,ecoli,input_jsons/fig|169963.11.peg.2872.json,0.509,train,0
fig|298386.8.peg.1961,ecoli,input_jsons/fig|298386.8.peg.1961.json,0.944,train,0
fig|298386.8.peg.619,ecoli,input_jsons/fig|298386.8.peg.619.json,0.782,train,0
fig|298386.8.peg.1931,ecoli,input_jsons/fig|298386.8.peg.1931.json,0.64,train,0
fig|224308.43.peg.971,ecoli,input_jsons/fig|224308.43.peg.971.json,0.999,train,0
fig|224308.43.peg.3512,ecoli,input_jsons/fig|224308.43.peg.3512.json,0.589,train,0
fig|224308.43.peg.4248,ecoli,input_jsons/fig|224308.43.peg.4248.json,0.628,train,0
fig|224308.43.peg.2513,ecoli,input_jsons/fig|224308.43.peg.2513.json,0.909,train,0
fig|298386.8.peg.552,ecoli,input_jsons/fig|298386.8.peg.552.json,0.845,train,0
fig|169963.11.peg.1873,ecoli,input_jsons/fig|169963.11.peg.1873.json,0.719,train,0
fig|297246.15.peg.2485,ecoli,input_jsons/fig|297246.15.peg.2485.json,0.1,train,0
fig|298386.8.peg.3280,ecoli,input_jsons/fig|298386.8.peg.3280.json,0.1,train,0
fig|297246.15.peg.347,ecoli,input_jsons/fig|297246.15.peg.347.json,0.1,train,0
fig|196627.14.peg.1179,ecoli,input_jsons/fig|196627.14.peg.1179.json,0.849,train,0
fig|297246.15.peg.3415,ecoli,input_jsons/fig|297246.15.peg.3415.json,0.817,train,0
fig|298386.8.peg.1117,ecoli,input_jsons/fig|298386.8.peg.1117.json,0.605,train,0
fig|196627.14.peg.635,ecoli,input_jsons/fig|196627.14.peg.635.json,0.1,train,0
fig|298386.8.peg.1985,ecoli,input_jsons/fig|298386.8.peg.1985.json,0.1,train,0
fig|196627.14.peg.910,ecoli,input_jsons/fig|196627.14.peg.910.json,0.1,train,0
fig|169963.11.peg.2265,ecoli,input_jsons/fig|169963.11.peg.2265.json,0.597,train,0
fig|169963.11.peg.1011,ecoli,input_jsons/fig|169963.11.peg.1011.json,0.541,train,0
fig|224308.43.peg.315,ecoli,input_jsons/fig|224308.43.peg.315.json,0.621,train,0
fig|169963.11.peg.1001,ecoli,input_jsons/fig|169963.11.peg.1001.json,0.287,train,0
fig|169963.11.peg.1470,ecoli,input_jsons/fig|169963.11.peg.1470.json,0.1,train,0
fig|297246.15.peg.501,ecoli,input_jsons/fig|297246.15.peg.501.json,0.485,train,0
fig|224308.43.peg.2415,ecoli,input_jsons/fig|224308.43.peg.2415.json,0.731,train,0
fig|196627.14.peg.563,ecoli,input_jsons/fig|196627.14.peg.563.json,0.541,train,0
fig|298386.8.peg.564,ecoli,input_jsons/fig|298386.8.peg.564.json,0.69,train,0
fig|196627.14.peg.1102,ecoli,input_jsons/fig|196627.14.peg.1102.json,0.7,train,0
fig|297246.15.peg.406,ecoli,input_jsons/fig|297246.15.peg.406.json,0.1,train,0
fig|169963.11.peg.1040,ecoli,input_jsons/fig|169963.11.peg.1040.json,0.1,train,0
fig|169963.11.peg.1493,ecoli,input_jsons/fig|169963.11.peg.1493.json,0.979,train,0
fig|169963.11.peg.990,ecoli,input_jsons/fig|169963.11.peg.990.json,0.1,train,0
fig|298386.8.peg.3332,ecoli,input_jsons/fig|298386.8.peg.3332.json,0.566,train,0
fig|196627.14.peg.1,ecoli,input_jsons/fig|196627.14.peg.1.json,0.982,train,0
fig|196627.14.rna.36,ecoli,input_jsons/fig|196627.14.rna.36.json,0.1,train,0
fig|224308.43.peg.2357,ecoli,input_jsons/fig|224308.43.peg.2357.json,0.958,train,0
fig|169963.11.peg.3,ecoli,input_jsons/fig|169963.11.peg.3.json,0.483,train,0
fig|196627.14.peg.198,ecoli,input_jsons/fig|196627.14.peg.198.json,0.625,train,0
fig|169963.11.peg.1885,ecoli,input_jsons/fig|169963.11.peg.1885.json,0.492,train,0
fig|169963.11.peg.939,ecoli,input_jsons/fig|169963.11.peg.939.json,0.517,train,0
fig|297246.15.peg.211,ecoli,input_jsons/fig|297246.15.peg.211.json,0.1,train,0
fig|169963.11.peg.2024,ecoli,input_jsons/fig|169963.11.peg.2024.json,0.481,train,0
fig|297246.15.peg.2052,ecoli,input_jsons/fig|297246.15.peg.2052.json,0.598,train,0
fig|298386.8.peg.124,ecoli,input_jsons/fig|298386.8.peg.124.json,0.924,train,0
fig|297246.15.peg.3292,ecoli,input_jsons/fig|297246.15.peg.3292.json,0.502,train,0
fig|196627.14.peg.1074,ecoli,input_jsons/fig|196627.14.peg.1074.json,0.1,train,0
fig|297246.15.peg.1774,ecoli,input_jsons/fig|297246.15.peg.1774.json,0.478,train,0
fig|169963.11.peg.997,ecoli,input_jsons/fig|169963.11.peg.997.json,0.1,train,0
fig|224308.43.peg.817,ecoli,input_jsons/fig|224308.43.peg.817.json,0.534,train,0
fig|297246.15.peg.1618,ecoli,input_jsons/fig|297246.15.peg.1618.json,0.955,train,0
fig|169963.11.peg.1807,ecoli,input_jsons/fig|169963.11.peg.1807.json,0.649,train,0
fig|196627.14.peg.1123,ecoli,input_jsons/fig|196627.14.peg.1123.json,0.1,train,0
fig|169963.11.peg.1526,ecoli,input_jsons/fig|169963.11.peg.1526.json,0.978,train,0
fig|169963.11.peg.1610,ecoli,input_jsons/fig|169963.11.peg.1610.json,0.667,train,0
fig|298386.8.peg.3608,ecoli,input_jsons/fig|298386.8.peg.3608.json,0.548,train,0
fig|297246.15.peg.2599,ecoli,input_jsons/fig|297246.15.peg.2599.json,0.1,train,0
fig|297246.15.peg.2540,ecoli,input_jsons/fig|297246.15.peg.2540.json,0.508,train,0
fig|169963.11.peg.2885,ecoli,input_jsons/fig|169963.11.peg.2885.json,0.736,train,0
fig|224308.43.peg.773,ecoli,input_jsons/fig|224308.43.peg.773.json,0.476,train,0
fig|298386.8.peg.102,ecoli,input_jsons/fig|298386.8.peg.102.json,0.78,train,0
fig|224308.43.peg.369,ecoli,input_jsons/fig|224308.43.peg.369.json,0.717,train,0
fig|224308.43.peg.883,ecoli,input_jsons/fig|224308.43.peg.883.json,0.999,train,0
fig|196627.14.peg.807,ecoli,input_jsons/fig|196627.14.peg.807.json,0.361,train,0
fig|297246.15.peg.1367,ecoli,input_jsons/fig|297246.15.peg.1367.json,0.424,train,0
fig|196627.14.peg.425,ecoli,input_jsons/fig|196627.14.peg.425.json,0.1,train,0
fig|297246.15.peg.2143,ecoli,input_jsons/fig|297246.15.peg.2143.json,0.505,train,0
fig|224308.43.peg.64,ecoli,input_jsons/fig|224308.43.peg.64.json,0.1,train,0
fig|196627.14.peg.1081,ecoli,input_jsons/fig|196627.14.peg.1081.json,0.735,train,0
fig|298386.8.peg.518,ecoli,input_jsons/fig|298386.8.peg.518.json,0.1,train,0
fig|196627.14.peg.423,ecoli,input_jsons/fig|196627.14.peg.423.json,0.794,train,0
fig|169963.11.peg.1960,ecoli,input_jsons/fig|169963.11.peg.1960.json,0.558,train,0
fig|224308.43.peg.4119,ecoli,input_jsons/fig|224308.43.peg.4119.json,0.39,train,0
fig|297246.15.peg.393,ecoli,input_jsons/fig|297246.15.peg.393.json,0.431,train,0
fig|169963.11.peg.1982,ecoli,input_jsons/fig|169963.11.peg.1982.json,0.571,train,0
fig|297246.15.peg.2905,ecoli,input_jsons/fig|297246.15.peg.2905.json,0.587,train,0
fig|297246.15.peg.1577,ecoli,input_jsons/fig|297246.15.peg.1577.json,0.523,train,0
fig|297246.15.peg.2571,ecoli,input_jsons/fig|297246.15.peg.2571.json,0.623,train,0
fig|298386.8.peg.507,ecoli,input_jsons/fig|298386.8.peg.507.json,0.756,train,0
fig|196627.14.peg.1214,ecoli,input_jsons/fig|196627.14.peg.1214.json,0.1,train,0
fig|224308.43.peg.1711,ecoli,input_jsons/fig|224308.43.peg.1711.json,0.562,train,0
fig|297246.15.peg.233,ecoli,input_jsons/fig|297246.15.peg.233.json,0.1,train,0
fig|224308.43.peg.3894,ecoli,input_jsons/fig|224308.43.peg.3894.json,0.1,train,0
fig|298386.8.peg.667,ecoli,input_jsons/fig|298386.8.peg.667.json,0.861,train,0
fig|297246.15.peg.1168,ecoli,input_jsons/fig|297246.15.peg.1168.json,0.1,train,0
fig|297246.15.peg.2080,ecoli,input_jsons/fig|297246.15.peg.2080.json,0.1,train,0
fig|298386.8.peg.2964,ecoli,input_jsons/fig|298386.8.peg.2964.json,0.1,train,0
fig|297246.15.peg.2417,ecoli,input_jsons/fig|297246.15.peg.2417.json,0.1,train,0
fig|169963.11.peg.2170,ecoli,input_jsons/fig|169963.11.peg.2170.json,0.816,train,0
fig|297246.15.peg.704,ecoli,input_jsons/fig|297246.15.peg.704.json,0.845,train,0
fig|298386.8.peg.3095,ecoli,input_jsons/fig|298386.8.peg.3095.json,0.1,train,0
fig|169963.11.peg.1441,ecoli,input_jsons/fig|169963.11.peg.1441.json,0.715,train,0
fig|196627.14.peg.569,ecoli,input_jsons/fig|196627.14.peg.569.json,0.534,train,0
fig|298386.8.peg.3093,ecoli,input_jsons/fig|298386.8.peg.3093.json,0.1,train,0
fig|298386.8.peg.3473,ecoli,input_jsons/fig|298386.8.peg.3473.json,0.474,train,0
fig|169963.11.peg.1076,ecoli,input_jsons/fig|169963.11.peg.1076.json,0.915,train,0
fig|298386.8.peg.694,ecoli,input_jsons/fig|298386.8.peg.694.json,0.192,train,0
fig|196627.14.peg.1015,ecoli,input_jsons/fig|196627.14.peg.1015.json,0.1,train,0
fig|297246.15.peg.2376,ecoli,input_jsons/fig|297246.15.peg.2376.json,0.1,train,0
fig|224308.43.peg.1432,ecoli,input_jsons/fig|224308.43.peg.1432.json,0.947,train,0
fig|196627.14.peg.333,ecoli,input_jsons/fig|196627.14.peg.333.json,0.615,train,0
fig|297246.15.peg.2885,ecoli,input_jsons/fig|297246.15.peg.2885.json,0.987,train,0
fig|224308.43.peg.49,ecoli,input_jsons/fig|224308.43.peg.49.json,0.874,train,0
fig|224308.43.peg.1174,ecoli,input_jsons/fig|224308.43.peg.1174.json,0.651,train,0
fig|298386.8.peg.3073,ecoli,input_jsons/fig|298386.8.peg.3073.json,0.633,train,0
fig|298386.8.peg.3505,ecoli,input_jsons/fig|298386.8.peg.3505.json,0.1,train,0
fig|169963.11.peg.1628,ecoli,input_jsons/fig|169963.11.peg.1628.json,0.162,train,0
fig|297246.15.peg.524,ecoli,input_jsons/fig|297246.15.peg.524.json,0.1,train,0
fig|298386.8.peg.3304,ecoli,input_jsons/fig|298386.8.peg.3304.json,0.1,train,0
fig|297246.15.peg.2923,ecoli,input_jsons/fig|297246.15.peg.2923.json,0.386,train,0
fig|297246.15.peg.2971,ecoli,input_jsons/fig|297246.15.peg.2971.json,0.442,train,0
fig|169963.11.peg.261,ecoli,input_jsons/fig|169963.11.peg.261.json,0.547,train,0
fig|224308.43.peg.2938,ecoli,input_jsons/fig|224308.43.peg.2938.json,0.694,train,0
fig|297246.15.peg.449,ecoli,input_jsons/fig|297246.15.peg.449.json,0.666,train,0
fig|196627.14.peg.687,ecoli,input_jsons/fig|196627.14.peg.687.json,0.1,train,0
fig|224308.43.peg.4305,ecoli,input_jsons/fig|224308.43.peg.4305.json,0.469,train,0
fig|224308.43.peg.4096,ecoli,input_jsons/fig|224308.43.peg.4096.json,0.526,train,0
fig|169963.11.peg.2524,ecoli,input_jsons/fig|169963.11.peg.2524.json,0.497,train,0
fig|297246.15.peg.1770,ecoli,input_jsons/fig|297246.15.peg.1770.json,0.1,train,0
fig|169963.11.peg.1078,ecoli,input_jsons/fig|169963.11.peg.1078.json,0.581,train,0
fig|224308.43.peg.4224,ecoli,input_jsons/fig|224308.43.peg.4224.json,0.55,train,0
fig|298386.8.peg.1027,ecoli,input_jsons/fig|298386.8.peg.1027.json,0.89,train,0
fig|297246.15.peg.1502,ecoli,input_jsons/fig|297246.15.peg.1502.json,0.481,train,0
fig|297246.15.peg.1949,ecoli,input_jsons/fig|297246.15.peg.1949.json,0.636,train,0
